NO,名称,住所,都道府県名,市区町村名,災害種別_洪水,災害種別_崖崩れ、土石流及び地滑り,災害種別_高潮,災害種別_地震,災害種別_津波,災害種別_大規模な火事,災害種別_内水氾濫,災害種別_火山現象,指定避難所との重複,想定収容人数
1971,富津臨港公園,千葉県富津市富津2668,千葉県,富津市,1,1,,1,,,,,,1353（２㎡あたり１人）
1972,富津公民館（駐車場）,千葉県富津市新井932-34,千葉県,富津市,1,1,,1,,,,,1,3252（２㎡あたり１人）
1973,望みの門本館（駐車場、屋上）,千葉県富津市川名1436,千葉県,富津市,1,1,1,1,1,,,,,670（２㎡あたり１人）
1974,若葉公園,千葉県富津市大堀1107-2,千葉県,富津市,,1,,1,1,,,,,1250（２㎡あたり１人）
1975,（株）高田工業所君津支社富津寮（１号館２～６階廊下、２号館２～３階廊下）,千葉県富津市大堀1107-51,千葉県,富津市,1,1,1,1,1,,,,,186（２㎡あたり１人）
1976,（株）基行富津寮（３～６階廊下、屋上）,千葉県富津市大堀1107-52,千葉県,富津市,1,,1,,,,,,,363（１㎡あたり１人）
1977,青堀児童遊園地,千葉県富津市大堀1822-2,千葉県,富津市,1,1,1,1,1,,,,,998（２㎡あたり１人）
1978,青堀小学校（運動場）,千葉県富津市大堀2042-4,千葉県,富津市,1,1,1,1,1,,,,1,4067（２㎡あたり１人）
1979,青堀駅裏公園,千葉県富津市大堀2214,千葉県,富津市,1,1,1,1,1,,,,,1739（２㎡あたり１人）
1980,基行ビル（２～4階廊下、屋上）,千葉県富津市大堀1-10-6,千葉県,富津市,1,,1,,,,,,,302（２㎡あたり１人）
1981,大堀第１号公園,千葉県富津市大堀1-11,千葉県,富津市,,1,1,1,1,,,,,5000（２㎡あたり１人）
1982,青堀ふれあいシニア館（駐車場）,千葉県富津市大堀1-25-1,千葉県,富津市,,1,,1,1,,,,1,317（２㎡あたり１人）
1983,大堀第２号公園,千葉県富津市大堀1-26,千葉県,富津市,,1,,1,1,,,,,667（２㎡あたり１人）
1984,大堀第３号公園,千葉県富津市大堀2-11,千葉県,富津市,1,1,1,1,1,,,,,515（２㎡あたり１人）
1985,大堀第４号公園,千葉県富津市大堀2-30,千葉県,富津市,,1,,1,1,,,,,993（２㎡あたり１人）
1986,大堀第５号公園,千葉県富津市大堀3-8,千葉県,富津市,1,1,1,1,1,,,,,707（２㎡あたり１人）
1987,市役所富津連絡所跡地,千葉県富津市青木1561,千葉県,富津市,1,1,1,1,1,,,,,730（２㎡あたり１人）
1988,ＰＬＡＺＡ　ＤＯＦⅡ（駐車場）,千葉県富津市青木1-3-2,千葉県,富津市,,1,,1,1,,,,,9385（２㎡あたり１人）
1989,青木公園,千葉県富津市青木2-10-12,千葉県,富津市,1,1,,1,1,,,,,2878（２㎡あたり１人）
1990,飯野小学校（運動場）,千葉県富津市下飯野154,千葉県,富津市,1,1,1,1,1,,,,1,6637（２㎡あたり１人）
1991,飯野コミュニティセンター（施設前広場）,千葉県富津市下飯野203-1,千葉県,富津市,1,1,1,1,1,,,,1,1500（２㎡あたり１人）
1992,飯野保育所（園庭）,千葉県富津市下飯野332-6,千葉県,富津市,1,1,1,1,1,,,,1,837（２㎡あたり１人）
1993,旧飯野運動広場,千葉県富津市下飯野942-1,千葉県,富津市,1,1,1,1,1,,,,,3441（２㎡あたり１人）
1994,富津中学校（運動場）,千葉県富津市下飯野1283-1,千葉県,富津市,1,1,1,1,1,,,,1,10189（２㎡あたり１人）
1995,市役所（市民駐車場）,千葉県富津市下飯野2443,千葉県,富津市,1,1,1,1,1,,,,,2200（２㎡あたり１人）
1996,飯野児童遊園地,千葉県富津市本郷803-1,千葉県,富津市,,,1,1,1,,,,,955（２㎡あたり１人）
1997,総合社会体育館（駐車場）,千葉県富津市新富80-4,千葉県,富津市,1,1,,1,,,,,1,5501（２㎡あたり１人）
1998,新富運動広場,千葉県富津市新富80-5,千葉県,富津市,1,1,,1,,,,,,24860（２㎡あたり１人）
1999,市民ふれあい公園（管理棟前駐車場）,千葉県富津市新富146-2,千葉県,富津市,1,1,,1,1,,,,,2250（２㎡あたり１人）
2000,市民ふれあい公園ビジターセンター（市民ふれあい公園第４駐車場）,千葉県富津市新富152-5,千葉県,富津市,1,1,,1,1,,,,1,1150（２㎡あたり１人）
2001,大貫小学校（運動場）,千葉県富津市小久保114,千葉県,富津市,1,1,1,1,1,,,,1,6397（２㎡あたり１人）
2002,中央公民館（駐車場）,千葉県富津市小久保3014,千葉県,富津市,1,1,1,1,1,,,,1,464（２㎡あたり１人）
2003,大佐和中学校（運動場）,千葉県富津市岩瀬619,千葉県,富津市,1,1,1,1,1,,,,1,12102（２㎡あたり１人）
2004,岩瀬児童遊園地,千葉県富津市岩瀬995-22,千葉県,富津市,1,1,1,1,,,,,,590（２㎡あたり１人）
2005,君津商業高等学校（運動場）,千葉県富津市岩瀬1172,千葉県,富津市,1,1,1,1,1,,,,1,8241（２㎡あたり１人）
2006,大貫ふれあいシニア館（駐車場）,千葉県富津市千種新田346-1,千葉県,富津市,1,1,1,1,1,,,,1,102（２㎡あたり１人）
2007,吉野小学校（運動場）,千葉県富津市絹176-3,千葉県,富津市,1,1,1,1,1,,,,1,6554（２㎡あたり１人）
2008,吉野保育所（園庭）,千葉県富津市絹656-2,千葉県,富津市,1,1,1,1,1,,,,1,601（２㎡あたり１人）
2009,旧佐貫中学校（運動場）,千葉県富津市佐貫26,千葉県,富津市,1,1,1,1,1,,,,1,5514（２㎡あたり１人）
2010,佐貫保育所（園庭）,千葉県富津市佐貫143-2,千葉県,富津市,1,1,1,1,1,,,,1,265（２㎡あたり１人）
2011,佐貫コミュニティセンター（駐車場）,千葉県富津市亀田368-1,千葉県,富津市,1,,1,1,1,,,,1,159（２㎡あたり１人）
2012,佐貫小学校（運動場）,千葉県富津市鶴岡989-1,千葉県,富津市,1,1,1,1,1,,,,1,5204（２㎡あたり１人）
2013,鶴峯八幡神社（神社前駐車場）,千葉県富津市八幡143,千葉県,富津市,1,1,1,1,1,,,,,115（２㎡あたり１人）
2014,消防団第７分団第１部詰所（詰所前広場）,千葉県富津市湊260,千葉県,富津市,1,1,1,1,1,,,,,803（２㎡あたり１人）
2015,市民会館（駐車場）,千葉県富津市湊765-1,千葉県,富津市,1,1,1,1,1,,,,1,1470（２㎡あたり１人）
2016,浅間山運動公園（駐車場）,千葉県富津市湊1247-2,千葉県,富津市,1,1,1,1,1,,,,,1000（２㎡あたり１人）
2017,天羽高等学校（運動場）,千葉県富津市数馬229,千葉県,富津市,,1,1,1,,,,,1,5404（２㎡あたり１人）
2018,中央保育所（園庭）,千葉県富津市数馬579,千葉県,富津市,1,1,1,1,1,,,,1,339（２㎡あたり１人）
2019,天羽小学校（運動場）,千葉県富津市数馬581-1,千葉県,富津市,1,1,1,1,1,,,,1,6377（２㎡あたり１人）
2020,天羽中学校（運動場）,千葉県富津市岩坂109,千葉県,富津市,1,1,1,1,1,,,,1,8064（２㎡あたり１人）
2021,地域交流支援センター「カナリエ」（駐車場）,千葉県富津市岩坂487-5,千葉県,富津市,1,1,1,1,1,,,,1,368（２㎡あたり１人）
2022,旧天神山小学校（運動場）,千葉県富津市花輪104,千葉県,富津市,1,1,1,1,1,,,,1,3153（２㎡あたり１人）
2023,天神山コミュニティセンター（駐車場）,千葉県富津市不入斗1697-1,千葉県,富津市,1,1,1,1,1,,,,1,381（２㎡あたり１人）
2024,消防団第８分団第１部機庫（機庫前広場）,千葉県富津市相川1497-3,千葉県,富津市,1,1,1,1,1,,,,,32（２㎡あたり１人）
2025,竹岡保育所（園庭）,千葉県富津市竹岡403-1,千葉県,富津市,1,1,1,1,,,,,1,565（２㎡あたり１人）
2026,竹岡子どもの遊び場,千葉県富津市竹岡445,千葉県,富津市,1,1,1,1,,,,,,303（２㎡あたり１人）
2027,竹岡コミュニティセンター（駐車場）,千葉県富津市竹岡473-1,千葉県,富津市,1,1,1,1,,,,,1,165（２㎡あたり１人）
2028,旧竹岡小学校（運動場）,千葉県富津市竹岡757,千葉県,富津市,1,1,1,1,1,,,,1,2784（２㎡あたり１人）
2029,竹岡第６区集会所（集会所前広場）,千葉県富津市萩生1104-17,千葉県,富津市,1,1,1,1,1,,,,1,21（２㎡あたり１人）
2030,金谷コミュニティセンター（駐車場）,千葉県富津市金谷2197-18,千葉県,富津市,1,1,1,1,,,,,1,195（２㎡あたり１人）
2031,旧金谷小学校（体育館、運動場）,千葉県富津市金谷2254-3,千葉県,富津市,1,,1,1,,,,,1,3936（２㎡あたり１人）
2032,TJKリゾート金谷城（体育館、駐車場）,千葉県富津市金谷4111-1,千葉県,富津市,,,,,1,,,,,1124（２㎡あたり１人）
2033,峰上保育所（園庭）,千葉県富津市上後305,千葉県,富津市,1,1,1,1,1,,,,1,915（２㎡あたり１人）
2034,環小学校（運動場）,千葉県富津市上後328,千葉県,富津市,1,1,1,1,1,,,,1,2199（２㎡あたり１人）
2035,旧天羽東中学校（運動場）,千葉県富津市上後395,千葉県,富津市,1,1,1,1,1,,,,1,6999（２㎡あたり１人）
2036,消防団第１１分団第２部詰所（詰所前広場）,千葉県富津市志駒531-1,千葉県,富津市,1,1,1,1,1,,,,,107（２㎡あたり１人）
2037,旧環南小学校（運動場）,千葉県富津市志駒1189,千葉県,富津市,1,1,1,1,1,,,,1,1716（２㎡あたり１人）
2038,関豊ふれあいシニア館（駐車場）,千葉県富津市豊岡1355-1,千葉県,富津市,,1,1,1,1,,,,1,358（２㎡あたり１人）
2039,わかあゆの郷（体育館）,千葉県富津市豊岡1432-1,千葉県,富津市,1,1,1,1,1,,,,1,351（２㎡あたり１人）
2040,天羽養護老人ホーム（駐車場）,千葉県富津市豊岡1728-1,千葉県,富津市,1,1,1,1,1,,,,,1408（２㎡あたり１人）
2041,市民の森（芝生広場）,千葉県富津市豊岡2785-1,千葉県,富津市,1,1,1,1,1,,,,1,1826（２㎡あたり１人）
2042,イオンモール富津,千葉県富津市青木1-5-1,千葉県,富津市,1,1,,1,1,,,,,970（２㎡あたり１人）
2043,若潮公園,千葉県浦安市美浜2－15－1,千葉県,浦安市,,,,1,,1,,,,想定なし
2044,高洲中央公園,千葉県浦安市高洲4-1-1,千葉県,浦安市,,,,1,,1,,,,想定なし
2045,高洲太陽の丘公園,千葉県浦安市高洲2-7,千葉県,浦安市,,,,1,,1,,,,想定なし
2046,海楽公園,千葉県浦安市海楽2－36,千葉県,浦安市,,,,1,,1,,,,想定なし
2047,浦安市運動公園,千葉県浦安市舞浜２-27,千葉県,浦安市,,,,1,,1,,,1,想定なし
2048,大三角公園,千葉県浦安市舞浜3－37,千葉県,浦安市,,,,1,,1,,,,想定なし
2049,舞浜公園,千葉県浦安市舞浜2－1,千葉県,浦安市,,,,1,,1,,,,想定なし
2050,中央公園,千葉県浦安市富岡4－25,千葉県,浦安市,,,,1,,1,,,,想定なし
2051,美浜公園,千葉県浦安市美浜5－14,千葉県,浦安市,,,,1,,1,,,,想定なし
2052,美浜運動公園,千葉県浦安市入船5－46,千葉県,浦安市,,,,1,,1,,,,想定なし
2053,今川球技場,千葉県浦安市今川3－12,千葉県,浦安市,,,,1,,1,,,,想定なし
2054,今川トリム公園,千葉県浦安市今川3－12,千葉県,浦安市,,,,1,,1,,,,想定なし
2055,明海の丘公園,千葉県浦安市明海3-1,千葉県,浦安市,,,,1,,1,,,,想定なし
2056,総合公園,千葉県浦安市明海7-2,千葉県,浦安市,,,,1,,1,,,,想定なし
2057,弁天ふれあいの森公園,千葉県浦安市弁天4-13,千葉県,浦安市,,,,1,,1,,,,想定なし
2058,日の出おひさま公園,千葉県浦安市日の出5-2,千葉県,浦安市,,,,1,,1,,,,想定なし
2059,日の出北公園,千葉県浦安市日の出３－２,千葉県,浦安市,,,,1,,1,,,,想定なし
2060,浦安公園,千葉県浦安市猫実１－２,千葉県,浦安市,,,,1,,1,,,,想定なし
2061,高洲海浜公園,千葉県浦安市高洲９－１８,千葉県,浦安市,,,,1,,1,,,,想定なし
2062,南小学校,千葉県四街道市物井1536番地,千葉県,四街道市,1,1,,1,,1,1,,1,1889
2063,八木原小学校,千葉県四街道市千代田5-4,千葉県,四街道市,1,1,,1,,1,1,,1,5815
2064,千代田中学校,千葉県四街道市千代田5-27,千葉県,四街道市,1,1,,1,,1,1,,1,5364
2065,栗山小学校,千葉県四街道市つくし座3-1-8,千葉県,四街道市,1,1,,1,,1,1,,1,3131
2066,四街道北中学校,千葉県四街道市栗山1055番地,千葉県,四街道市,1,1,,1,,1,1,,1,5660
2067,四街道北高等学校,千葉県四街道市栗山1055-4,千葉県,四街道市,1,1,,1,,1,1,,1,6322
2068,千葉盲学校,千葉県四街道市大日468-1,千葉県,四街道市,1,1,,1,,1,1,,,2998
2069,四街道高等学校,千葉県四街道市鹿渡809-2,千葉県,四街道市,1,1,,1,,1,1,,1,9419
2070,中央小学校,千葉県四街道市鹿渡917番地,千葉県,四街道市,1,1,,1,,1,1,,1,4715
2071,四街道中央公園,千葉県四街道市鹿渡無番地,千葉県,四街道市,1,1,,1,,1,1,,,6871
2072,四街道中学校,千葉県四街道市めいわ1-3,千葉県,四街道市,1,1,,1,,1,1,,1,6275
2073,千葉敬愛高等学校,千葉県四街道市四街道1522番地,千葉県,四街道市,1,1,,1,,1,1,,1,4552
2074,愛国学園大学附属四街道高等学校,千葉県四街道市四街道1532-16,千葉県,四街道市,1,1,,1,,1,1,,1,4209
2075,四街道小学校,千葉県四街道市四街道1557番地,千葉県,四街道市,1,1,,1,,1,1,,1,3976
2076,四街道西中学校,千葉県四街道市大日23番地,千葉県,四街道市,1,1,,1,,1,1,,1,3484
2077,大日小学校,千葉県四街道市大日978番地,千葉県,四街道市,1,1,,1,,1,1,,1,4388
2078,和良比小学校,千葉県四街道市美しが丘3-12,千葉県,四街道市,1,1,,1,,1,1,,1,3504
2079,四和小学校,千葉県四街道市和良比228番地,千葉県,四街道市,1,1,,1,,1,1,,1,2197
2080,山梨小学校,千葉県四街道市旭ケ丘1-9-12,千葉県,四街道市,1,1,,1,,1,1,,1,2461
2081,旭小学校,千葉県四街道市山梨1485番地,千葉県,四街道市,1,1,,1,,1,1,,1,2903
2082,みそら小学校,千葉県四街道市みそら2-13,千葉県,四街道市,1,1,,1,,1,1,,1,4288
2083,旭中学校,千葉県四街道市南波佐間267番地,千葉県,四街道市,1,1,,1,,1,1,,1,6990
2084,吉岡小学校,千葉県四街道市鷹の台3-2,千葉県,四街道市,1,1,,1,,1,1,,1,3762
2085,四街道総合公園,千葉県四街道市和田161番地,千葉県,四街道市,1,1,,1,,1,1,,1,43572
2086,昭和小学校,袖ケ浦市坂戸市場1431,千葉県,袖ケ浦市,1,1,1,1,1,,,,1,5260
2087,市民会館,袖ケ浦市坂戸市場1566,千葉県,袖ケ浦市,1,1,1,1,1,,,,1,1590
2088,奈良輪小学校,袖ケ浦市奈良輪425-1,千葉県,袖ケ浦市,,1,,1,,,,,1,7340
2089,袖ケ浦高校,袖ケ浦市神納530,千葉県,袖ケ浦市,1,1,1,1,1,,,,1,11000
2090,昭和中学校,袖ケ浦市神納3204,千葉県,袖ケ浦市,1,1,1,1,1,,,,1,9910
2091,蔵波小学校,袖ケ浦市蔵波台4-19-1,千葉県,袖ケ浦市,1,1,1,1,1,,,,1,3750
2092,蔵波中学校,袖ケ浦市蔵波2967-2,千葉県,袖ケ浦市,1,1,1,1,1,,,,1,7370
2093,長浦小学校,袖ケ浦市長浦駅前6-1-4,千葉県,袖ケ浦市,1,1,1,1,1,,,,1,3630
2094,長浦中学校,袖ケ浦市久保田129,千葉県,袖ケ浦市,1,1,1,1,1,,,,1,8960
2095,臨海スポーツセンター,袖ケ浦市長浦1-57,千葉県,袖ケ浦市,1,1,,1,,,,,1,1690
2096,長浦公民館,袖ケ浦市蔵波513-1,千葉県,袖ケ浦市,1,1,1,1,1,,,,1,5410
2097,代宿公民館,袖ケ浦市代宿74-1,千葉県,袖ケ浦市,1,1,1,1,1,,,,1,120
2098,根形小学校,袖ケ浦市三ツ作761,千葉県,袖ケ浦市,1,1,1,1,1,,,,1,4840
2099,根形中学校,袖ケ浦市三ツ作741,千葉県,袖ケ浦市,1,1,1,1,1,,,,1,6450
2100,健康づくり支援センター,袖ケ浦市三ツ作1862-12,千葉県,袖ケ浦市,1,1,1,1,1,,,,1,1820
2101,根形公民館,袖ケ浦市下新田1277,千葉県,袖ケ浦市,1,1,1,1,1,,,,1,6450
2102,平岡小学校,袖ケ浦市野里1503,千葉県,袖ケ浦市,1,1,1,1,1,,,,1,3100
2103,平岡公民館,袖ケ浦市野里1563-1,千葉県,袖ケ浦市,1,1,1,1,1,,,,1,8090
2104,幽谷分校,袖ケ浦市川原井470,千葉県,袖ケ浦市,1,1,1,1,1,,,,1,2620
2105,平川公民館,袖ケ浦市横田115-1,千葉県,袖ケ浦市,1,1,1,1,1,,,,1,1750
2106,平川中学校,袖ケ浦市横田500,千葉県,袖ケ浦市,1,1,1,1,1,,,,1,9230
2107,中川小学校,袖ケ浦市横田2583,千葉県,袖ケ浦市,1,1,1,1,1,,,,1,5530
2108,中川幼稚園,袖ケ浦市横田2637,千葉県,袖ケ浦市,,1,1,1,1,,,,1,680
2109,吉野田保育所,袖ケ浦市吉野田198,千葉県,袖ケ浦市,1,1,1,1,1,,,,1,730
2110,富岡分館,袖ケ浦市吉野田622-2,千葉県,袖ケ浦市,1,1,1,1,1,,,,1,740
2111,平川保育所,袖ケ浦市三箇1965,千葉県,袖ケ浦市,1,1,1,1,1,,,,1,257
2112,老人福祉会館,袖ケ浦市飯富2497-1,千葉県,袖ケ浦市,1,1,1,1,1,,,,1,132
2113,八街市スポーツプラザ,千葉県八街市八街い８４－１０,千葉県,八街市,1,1,,1,,1,1,1,1,947
2114,中央公民館,千葉県八街市八街ほ７９６－１,千葉県,八街市,1,1,,1,,1,1,1,1,319
2115,朝陽小学校,千葉県八街市八街は１９－２,千葉県,八街市,1,1,,1,,1,1,1,1,8657
2116,八街東小学校,千葉県八街市八街ほ４０－１,千葉県,八街市,1,1,,1,,1,1,1,1,8566
2117,八街中学校,千葉県八街市八街ほ３５,千葉県,八街市,1,1,,1,,1,1,1,1,16722
2118,交進小学校,千葉県八街市八街ろ１１１－３３,千葉県,八街市,1,1,,1,,1,1,1,1,9697
2119,八街中央中学校,千葉県八街市八街ほ５９１,千葉県,八街市,1,1,,1,,1,1,1,1,16509
2120,実住小学校,千葉県八街市八街ほ３０１,千葉県,八街市,1,1,,1,,1,1,1,1,13088
2121,八街保育園,千葉県八街市八街に１１２,千葉県,八街市,1,1,,1,,1,1,1,1,3855
2122,笹引小学校,千葉県八街市八街へ１９９－１３３,千葉県,八街市,1,1,,1,,1,1,1,1,8917
2123,川上小学校,千葉県八街市大谷流８６７－１,千葉県,八街市,1,1,,1,,1,1,1,1,11067
2124,八街南中学校,千葉県八街市吉倉５９０－１,千葉県,八街市,1,1,,1,,1,1,1,1,17839
2125,二州小学校沖分校,千葉県八街市沖１０３３,千葉県,八街市,1,1,,1,,1,1,1,1,9757
2126,二州小学校,千葉県八街市山田台１,千葉県,八街市,1,1,,1,,1,1,1,1,11718
2127,朝陽保育園,千葉県八街市八街は２１,千葉県,八街市,1,1,,1,,1,1,1,1,3627
2128,交進保育園,千葉県八街市八街ろ１１１,千葉県,八街市,1,1,,1,,1,1,1,1,1826
2129,実住保育園,千葉県八街市八街ほ２１５,千葉県,八街市,1,1,,1,,1,1,1,1,3610
2130,八街北小学校,千葉県八街市泉台３－１７,千葉県,八街市,1,1,,1,,1,1,1,1,7354
2131,八街北中学校,千葉県八街市八街は１８－２,千葉県,八街市,1,1,,1,,1,1,1,1,14855
2132,二州第一保育園,千葉県八街市山田台６７１－１,千葉県,八街市,1,1,,1,,1,1,1,1,1261
2133,二州第二保育園,千葉県八街市四木１９３８,千葉県,八街市,1,1,,1,,1,1,1,1,2171
2134,文違コミュニティセンター,千葉県八街市文違301-144,千葉県,八街市,1,1,,1,,1,1,1,1,54
2135,神田集会所,千葉県八街市八街い５５,千葉県,八街市,1,1,,1,,1,1,1,1,56
2136,コミュニティセンターいさご会館,千葉県八街市砂９１－１,千葉県,八街市,1,1,,1,,1,1,1,1,51
2137,滝台コミュニティセンター,千葉県八街市滝台２５２,千葉県,八街市,1,1,,1,,1,1,1,1,48
2138,松林公民館,千葉県八街市八街い２１３,千葉県,八街市,1,1,,1,,1,1,1,1,57
2139,用草公民館,千葉県八街市用草１０４４－１,千葉県,八街市,1,1,,1,,1,1,1,1,54
2140,八街市役所・総合保健福祉センター,千葉県八街市八街ほ３５－２９,千葉県,八街市,1,1,,1,,1,1,1,,346
2141,けやきの森公園,千葉県八街市八街ほ239-62,千葉県,八街市,1,1,,1,,1,1,1,,11939
2142,八街市南部老人憩いの家,千葉県八街市沖１１２４－２,千葉県,八街市,1,1,,1,,1,1,1,1,4875
2143,松山下公園,千葉県印西市浦部275,千葉県,印西市,,,,1,,1,,,,未算定
2144,本埜スポーツプラザ,千葉県印西市中根1362ー２他,千葉県,印西市,,,,1,,,,,,未算定
2145,印旛中央公園,千葉県印西市瀬戸1504ー1他,千葉県,印西市,,,,1,,,,,,未算定
2146,印旛西部公園,千葉県印西市岩戸2869他,千葉県,印西市,,,,1,,,,,,未算定
2147,松虫姫公園,千葉県印西市舞姫３－2ー1他,千葉県,印西市,,,,1,,,,,,未算定
2148,牧の原公園,千葉県印西市牧の原5丁目1613ー1他,千葉県,印西市,,,,1,,,,,,未算定
2149,泉公園,千葉県印西市泉野3-10２,千葉県,印西市,,,,1,,,,,,未算定
2150,浅間山公園,千葉県印西市小林浅間3-1-10,千葉県,印西市,,,,1,,,,,,未算定
2151,高花公園,千葉県印西市高花5-4,千葉県,印西市,,,,1,,,,,,未算定
2152,多田羅田公園,千葉県印西市内野1-10-1,千葉県,印西市,,,,1,,,,,,未算定
2153,浦幡新田公園,千葉県印西市浦幡新田283-１,千葉県,印西市,,,,1,,,,,,未算定
2154,西の原公園,千葉県印西市西の原1-4,千葉県,印西市,,,,1,,,,,,未算定
2155,草深公園,千葉県印西市原2-4,千葉県,印西市,,,,1,,,,,,未算定
2156,大塚前公園,千葉県印西市小倉台1-385他,千葉県,印西市,,,,1,,,,,,未算定
2157,木下万葉公園,千葉県印西市木下字平台1944他,千葉県,印西市,,,,1,,,,,,未算定
2158,松崎台公園,千葉県印西市松崎台1-23,千葉県,印西市,,,,1,,,,,,未算定
2159,萩原公園,千葉県印西市若萩4-1,千葉県,印西市,,,,1,,,,,,未算定
2160,滝野公園,千葉県印西市滝野4-2-1,千葉県,印西市,,,,1,,,,,,未算定
2161,東の原公園,千葉県印西市東の原3-105,千葉県,印西市,,,,1,,,,,,未算定
2162,別所谷津公園,千葉県印西市牧の原3-2,千葉県,印西市,,,,1,,,,,,未算定
2163,千葉県立北総花の丘公園,千葉県印西市原山１－１２－１,千葉県,印西市,,,,1,,1,,,,未算定
2164,東京電機大学千葉ニュータウンキャンパス,千葉県印西市武西学園台２－１２００,千葉県,印西市,,,,1,,1,,,,未算定
2165,木下交流の杜公園,千葉県印西市木下字平台804,千葉県,印西市,,,,1,,,,,,未算定
2166,白井総合公園,千葉県白井市復1422-10,千葉県,白井市,1,1,,1,,1,,,,"38,900人
(1㎡/1人)"
2167,"白井第一小学校
（グラウンド）",千葉県白井市根105,千葉県,白井市,1,1,,1,,,,,,"7,120人
(1㎡/1人)"
2168,"白井中学校
（グラウンド）",千葉県白井市根54,千葉県,白井市,1,1,,1,,,,,,"10,690人
(1㎡/1人)"
2169,白井コミュニティセンター,千葉県白井市復1458-1,千葉県,白井市,1,1,,,,,,,,"380人
(1㎡/1人)"
2170,白井運動公園,千葉県白井市神々廻1728-1,千葉県,白井市,1,1,,1,,,,,,"52,680人
(1㎡/1人)"
2171,"白井第二小学校
（グラウンド）",千葉県白井市中181-2,千葉県,白井市,1,1,,1,,,,,,"6,600人
(1㎡/1人)"
2172,公民センター,千葉県白井市中98-17,千葉県,白井市,1,1,,,,,,,,"700人
(1㎡/1人)"
2173,"白井第三小学校
（グラウンド）",千葉県白井市根336-15,千葉県,白井市,1,1,,1,,,,,,"9,960人
(1㎡/1人)"
2174,冨士センター,千葉県白井市冨士239-2,千葉県,白井市,1,1,,,,,,,,"1,420人
(1㎡/1人)"
2175,開拓広場,千葉県白井市冨士37,千葉県,白井市,1,1,,1,,,,,,"1,360人
(1㎡/1人)"
2176,"大山口小学校
（グラウンド）",千葉県白井市大山口2-2-1,千葉県,白井市,1,1,,1,,,,,,"9,380人
(1㎡/1人)"
2177,"大山口中学校
（グラウンド）",千葉県白井市大山口2-1-1,千葉県,白井市,1,1,,1,,,,,,"13,890人
(1㎡/1人)"
2178,西白井コミュニティプラザ,千葉県白井市西白井2-16-1,千葉県,白井市,1,1,,,,,,,,"550人
(1㎡/1人)"
2179,富塚公園,千葉県白井市西白井2-17,千葉県,白井市,1,1,,1,,,,,,"3,020人
(1㎡/1人)"
2180,"清水口小学校
（グラウンド）",千葉県白井市清水口2-3-1,千葉県,白井市,1,1,,1,,,,,,"13,760人
(1㎡/1人)"
2181,西白井複合センター,千葉県白井市清水口1-2-1,千葉県,白井市,1,1,,,,,,,,"850人
(1㎡/1人)"
2182,七次第一公園,千葉県白井市清水口2-2,千葉県,白井市,1,1,,1,,,,,,"8,530人
(1㎡/1人)"
2183,"七次台小学校
（グラウンド）",千葉県白井市七次台3-17-1,千葉県,白井市,1,1,,1,,,,,,"10,400人
(1㎡/1人)"
2184,"七次台中学校
（グラウンド）",千葉県白井市七次台1-21-1,千葉県,白井市,1,1,,1,,,,,,"14,270人
(1㎡/1人)"
2185,"池の上小学校
（グラウンド）",千葉県白井市池の上2-21,千葉県,白井市,1,1,,1,,,,,,"10,740人
(1㎡/1人)"
2186,白井木戸公園,千葉県白井市池の上2-22,千葉県,白井市,1,1,,1,,,,,,"13,360人
(1㎡/1人)"
2187,"白井高等学校
（グラウンド）",千葉県白井市池の上1-8-1,千葉県,白井市,1,1,,1,,,,,,"14,000人
(1㎡/1人)"
2188,"南山小学校
（グラウンド）",千葉県白井市南山1-7-1,千葉県,白井市,1,1,,1,,,,,,"14,430人
(1㎡/1人)"
2189,"南山中学校
（グラウンド）",千葉県白井市南山1-6-1,千葉県,白井市,1,1,,1,,,,,,"16,770人
(1㎡/1人)"
2190,白井駅前センター,千葉県白井市堀込1-2-2,千葉県,白井市,1,1,,,,,,,,"420人
(1㎡/1人)"
2191,"南山公園
（噴水広場）",千葉県白井市南山1-4,千葉県,白井市,1,1,,1,,,,,,"4,360人
(1㎡/1人)"
2192,"桜台小学校
（グラウンド）",千葉県白井市桜台3-28,千葉県,白井市,1,1,,1,,,,,,"10,970人
(1㎡/1人)"
2193,"桜台中学校
（グラウンド）",千葉県白井市桜台3-27,千葉県,白井市,1,1,,1,,,,,,"11,920人
(1㎡/1人)"
2194,桜台センター,千葉県白井市桜台2-14,千葉県,白井市,1,1,,,,,,,,"480人
(1㎡/1人)"
2195,旧洗心小学校跡地,千葉県富里市十倉732‐3,千葉県,富里市,,1,,1,,1,,,1,1682
2196,浩養小学校,千葉県富里市十倉185‐54,千葉県,富里市,,1,,1,,1,,,1,1495
2197,根木名小学校,千葉県富里市根木名1005‐3,千葉県,富里市,,1,,1,,1,,,1,2355
2198,獅子穴公園,千葉県富里市七栄646‐115,千葉県,富里市,,1,,1,,1,,,,1002
2199,七栄小学校,千葉県富里市七栄132‐7,千葉県,富里市,,1,,1,,1,,,1,3180
2200,新木戸大銀杏公園,千葉県富里市七栄北新木戸土地区画整理事業地内,千葉県,富里市,,1,,1,,1,,,,2636
2201,日吉台小学校,千葉県富里市日吉台4‐21,千葉県,富里市,,1,,1,,1,,,1,3100
